incident_id,crime_type,district,city,state,address,latitude,longitude,incident_datetime,officer_id,officer_first_name,officer_last_name,badge_number,suspect_id,suspect_first_name,suspect_last_name,suspect_age,suspect_gender,suspect_race,victim_id,victim_first_name,victim_last_name,victim_age,victim_gender,victim_phone,weapon_used,severity,case_status,resolution,num_arrests,property_loss_usd,reported_online,notes
INC004298,Arson,Southwest,hillcrest,il,4 River Rd,36.65329840357185,-113.168909,2023-02-15 05:45:47,OFF0099,Robert,Nguyen,1702.0,SUS00672,Michael,Allen,70,Male,Hispanic,No Victim Identified,No Victim Identified,No Victim Identified,49,Unknown,,Knife,Medium,Unknown,No Arrest,4,14258.89,Unknown,No additional notes
INC000756,Burglary,Southwest,centerville,fl,6177 River Rd,38.008005,-77.785598,2019-10-17 16:03:32,OFF0037,DAVID,White,3602.0,SUS00500,Barbara,Allen,67,Female,Asian,VIC00840,Daniel,Garcia,70,Male,9457985431,Unknown/Not Specified,High,Pending,Pending,5,12048.17,Unknown,Incident at 6177 River Rd. Officer responded at scene.
INC001293,Vandalism,Southeast,fairview,az,8695 Oak Ave,47.043399,-102.678669,2022-10-17 12:33:47,OFF0019,Jessica,Thomas,6786.0,SUS00344,Carol,Williams,46,Male,Hispanic,VIC00802,William,Jones,19,Male,4215441868,Hands/Feet,Critical,Pending,No Arrest,2,46914.88,True,Incident at 8695 Oak Ave. Officer responded at scene.
INC004826,Manslaughter,South,springfield,ca,5828 Main St,29.507784,-76.89198,2018-01-20 11:27:14,OFF0144,William,Thomas,3453.0,SUS00589,Carol,Thomas,46,Female,Hispanic,VIC00853,William,Nguyen,49,Female,3321997471,Hands/Feet,High,Closed,No Arrest,2,27098.94,False,No additional notes
INC004358,Kidnapping,West,maplewood,ny,3579 Main St,35.141689,-99.932368,2020-07-30 16:14:37,OFF0040,Jessica,Lee,3213.0,SUS00705,Robert,Hill,58,Other,Black,VIC00592,Michael,Nguyen,52,Male,2171963917,Unarmed,Medium,Under Investigation,Arrest Made,4,49298.79,False,Incident at 3579 Main St. Officer responded at scene.
INC001809,Trespassing,Central,maplewood,nc,2343 Elm Blvd,44.947648,-108.860622,2023-07-08 00:00:00,OFF0112,Michelle,Green,8124.0,SUS00731,Matthew,Flores,67,Male,Black,No Victim Identified,No Victim Identified,No Victim Identified,49,Unknown,,Blunt Object,Low,Open,Warning Issued,3,26344.95,True,Incident at 2343 Elm Blvd. Officer responded at scene.
INC000167,Burglary,Northwest,fairview,pa,7888 Lincoln St,35.226359,-109.356071,,OFF0012,Mary,Jones,6106.0,SUS00599,Chris,Scott,37,Female,Unknown,VIC00907,Robert,Jones,70,Female,8174515768,Firearm,Low,Under Investigation,Arrest Made,5,33915.02,True,Incident at 7888 Lincoln St. Officer responded at scene.
INC002353,Arson,Midtown,riverside,fl,5407 Main St,30.195714,-104.72579,2020-10-30 10:27:34,OFF0015,Susan,Thompson,1731.0,SUS00685,Patricia,Taylor,38,Unknown,White,VIC00352,William,Lee,16,Unknown,4023619032,Firearm,Critical,Closed,No Arrest,2,48963.24,False,Incident at 5407 Main St. Officer responded at scene.
INC001377,Theft/Larceny,Central,lakewood,fl,5630 Main St,44.300704,-116.096334,2019-06-02 11:45:55,OFF0129,Joseph,Scott,6431.0,SUS00062,Jennifer,Thomas,44,Male,White,VIC00200,Charles,Harris,49,Female,2085492551,Firearm,Critical,Pending,Warning Issued,0,23386.34,True,Incident at 5630 Main St. Officer responded at scene.
INC003758,Robbery,Midtown,hillcrest,fl,8729 Lincoln St,43.853131,-84.642927,2020-09-14 07:42:13,OFF0032,Emily,Allen,3325.0,SUS00592,Emily,Lee,46,Female,Black,VIC00938,Susan,Jones,49,Female,,Firearm,Low,Under Investigation,Case Dismissed,0,49569.03,True,Incident at 8729 Lincoln St. Officer responded at scene.
INC000980,Armed Robbery,North,oakdale,ny,3388 Park Rd,43.77317,-91.03258,,OFF0012,Richard,Thomas,7625.0,SUS00659,Jessica,Smith,65,Unknown,White,No Victim Identified,No Victim Identified,No Victim Identified,49,Unknown,,Firearm,Medium,Open,Arrest Made,0,33938.84,True,Incident at 3388 Park Rd. Officer responded at scene.
INC000747,Fraud,Midtown,hillcrest,ny,8891 Lincoln St,33.174228,-75.968263,2022-07-28 00:24:06,OFF0112,Ashley,Wilson,2118.0,SUS00476,Carol,Jones,35,Unknown,Black,No Victim Identified,No Victim Identified,No Victim Identified,49,Unknown,,Hands/Feet,Critical,Resolved,Arrest Made,0,38745.67,True,No additional notes
INC000633,Theft/Larceny,Midtown,springfield,pa,4347 Sunset Blvd,28.579524,-89.363387,2024-12-11 23:50:36,OFF0088,Jennifer,Anderson,8553.0,SUS00223,Joseph,Allen,31,Male,Hispanic,VIC00561,William,Smith,66,Male,9138155466,Unknown/Not Specified,Medium,Closed,Warning Issued,3,23386.34,True,Incident at 4347 Sunset Blvd. Officer responded at scene.
INC002611,Fraud,Northwest,riverside,nc,8978 Main St,37.484997,-106.07297,2018-12-05 06:31:56,OFF0092,Susan,Miller,8302.0,SUS00703,Mary,Hill,55,Male,Black,VIC00676,Karen,Hill,37,Female,3183087709,Knife,High,Open,Pending,5,29067.43,False,No additional notes
INC000226,Fraud,Midtown,centerville,fl,4433 Main St,27.393408,-96.176971,2019-12-01 19:29:14,OFF0090,Jessica,Harris,5971.0,No Suspect Identified,No Suspect Identified,No Suspect Identified,46,Unknown,Unknown,No Victim Identified,No Victim Identified,No Victim Identified,49,Unknown,,Knife,Medium,Resolved,No Arrest,5,0.0,True,Incident at 4433 Main St. Officer responded at scene.
INC000045,Burglary,West,riverside,ca,6869 Lincoln St,42.61923,-76.044656,2018-02-18 14:38:06,OFF0062,Michael,Williams,2653.0,No Suspect Identified,No Suspect Identified,No Suspect Identified,46,Unknown,Unknown,VIC00613,Michelle,Johnson,41,Unknown,2455118191,Blunt Object,Medium,Pending,Arrest Made,1,25194.79,True,Incident at 6869 Lincoln St. Officer responded at scene.
INC001663,Robbery,South,hillcrest,il,8633 Maple Dr,31.809055,-98.300922,2018-11-30 01:44:16,OFF0085,Anthony,Harris,9574.0,No Suspect Identified,No Suspect Identified,No Suspect Identified,46,Unknown,Unknown,VIC00863,Robert,Jackson,84,Male,8513437636,Knife,High,Pending,Arrest Made,0,21951.39,False,Incident at 8633 Maple Dr. Officer responded at scene.
INC000446,Trespassing,West,fairview,fl,1466 Maple Dr,37.185616292329186,-115.997116,2021-06-17 00:00:00,OFF0077,Anthony,Jones,7363.0,No Suspect Identified,No Suspect Identified,No Suspect Identified,46,Unknown,Unknown,No Victim Identified,No Victim Identified,No Victim Identified,49,Unknown,,Knife,Medium,Open,Pending,4,0.0,True,Incident at 1466 Maple Dr. Officer responded at scene.
INC000983,Burglary,Northwest,hillcrest,il,1587 River Rd,36.65329840357185,92.466,2018-03-18 00:00:00,OFF0148,Joseph,Anderson,9012.0,SUS00722,Donna,Torres,37,Female,Black,VIC00409,James,Harris,60,Female,5193721786,Hands/Feet,Critical,Under Investigation,Arrest Made,2,23287.21,True,Incident at 1587 River Rd. Officer responded at scene.
INC003335,Trespassing,South,lakewood,nc,3580 Elm Blvd,47.809104,-115.47668,2018-01-21 18:07:49,OFF0021,Nancy,Hall,2102.0,SUS00462,Sarah,Scott,55,Male,White,VIC00336,Patricia,Scott,32,Unknown,8198493090,Blunt Object,High,Open,Warning Issued,0,12336.94,True,Incident at 3580 Elm Blvd. Officer responded at scene.
INC004950,Burglary,Northwest,lakewood,pa,4661 River Rd,33.366734,-103.211767,2022-11-02 15:25:07,OFF0146,Nancy,Thompson,Unknown,SUS00036,James,Lee,74,Female,Asian,VIC00815,Thomas,Smith,59,Male,3508636673,Firearm,Medium,Pending,Warning Issued,4,36204.65,False,Incident at 4661 River Rd. Officer responded at scene.
INC001239,Manslaughter,South,oakdale,fl,7540 River Rd,28.458479,-79.704561,2020-01-31 05:13:20,OFF0148,Jessica,Hall,1819.0,SUS00772,Mary,Johnson,44,Unknown,Asian,VIC00971,Michael,Allen,37,Unknown,9899432248,Unarmed,Medium,Closed,Case Dismissed,5,31364.35,True,Incident at 7540 River Rd. Officer responded at scene.
INC002594,Cyber Crime,Southwest,centerville,ga,5525 Lincoln St,34.950985,-88.423401,2023-12-21 00:51:23,OFF0145,  Mary  ,Thomas,8438.0,SUS00430,Sarah,Johnson,46,Female,Hispanic,VIC00408,Mary,Thomas,70,Other,7653444562,Blunt Object,High,Closed,Arrest Made,0,39712.84,False,Incident at 5525 Lincoln St. Officer responded at scene.
INC003993,Assault & Battery,Central,hillcrest,fl,5667 Washington Ave,25.984726,-82.549,2021-05-30 11:24:19,OFF0106,Karen,Thomas,9363.0,No Suspect Identified,No Suspect Identified,No Suspect Identified,46,Unknown,Unknown,No Victim Identified,No Victim Identified,No Victim Identified,49,Unknown,,Unarmed,High,Closed,Pending,0,0.0,True,Incident at 5667 Washington Ave. Officer responded at scene.
INC000862,Domestic Violence,West,springfield,ny,2561 Park Rd,27.797714,-98.154537,2022-01-05 20:41:53,OFF0015,Jennifer,Anderson,6034.0,No Suspect Identified,No Suspect Identified,No Suspect Identified,46,Unknown,Unknown,VIC00523,Barbara,Wilson,58,Unknown,6293896987,Firearm,Low,Unknown,Pending,0,47073.7,True,Incident at 2561 Park Rd. Officer responded at scene.
INC003753,Homicide,Midtown,fairview,ga,3444 Sunset Blvd,36.523594,-75.901382,2020-01-04 00:43:41,OFF0149,John,Jackson,2058.0,SUS00038,Nancy,Wright,67,Male,Hispanic,VIC00692,Mark,Martin,49,Female,9533358371,Unknown/Not Specified,Critical,Resolved,Pending,3,3435.69,False,Incident at 3444 Sunset Blvd. Officer responded at scene.
INC001267,Arson,Central,riverside,il,6497 Main St,42.415713,-70.817716,2022-10-02 06:11:00,OFF0038,William,Allen,8273.0,No Suspect Identified,No Suspect Identified,No Suspect Identified,46,Unknown,Unknown,VIC00759,Daniel,Hill,49,Male,5184195671,Hands/Feet,Medium,Closed,Arrest Made,3,21462.19,True,No additional notes
INC001800,Drug Offense,Southeast,fairview,ny,7198 Park Rd,41.395709,-81.617208,2020-01-11 08:12:10,OFF0084,James,Torres,3988.0,No Suspect Identified,No Suspect Identified,No Suspect Identified,46,Unknown,Unknown,VIC00489,Ashley,Jones,35,Unknown,7609003157,Unknown/Not Specified,Medium,Closed,Pending,3,29853.22,False,Incident at 7198 Park Rd. Officer responded at scene.
INC000630,Kidnapping,North,oakdale,il,4642 River Rd,37.821517,-103.65954,2023-09-17 08:03:05,OFF0002,Carol,Wilson,7078.0,SUS00379,David,Young,36,Male,Hispanic,VIC00993,Daniel,Taylor,49,Male,7116108983,Firearm,Critical,Under Investigation,Case Dismissed,1,32308.3,False,Incident at 4642 River Rd. Officer responded at scene.
INC000905,Breaking & Entering,South,centerville,ca,8709 Maple Dr,36.58518340044988,-77.782636,2019-05-29 22:57:18,OFF0109,Thomas,Garcia,4846.0,SUS00632,Susan,Wright,38,Female,Asian,VIC00711,Karen,Torres,33,Female,4466351068,Hands/Feet,Medium,Closed,Pending,2,23864.4,False,Incident at 8709 Maple Dr. Officer responded at scene.
INC003771,Fraud,Southeast,maplewood,fl,1980 Sunset Blvd,28.330473,-111.72248,2022-02-05 03:55:00,OFF0041,Barbara,Harris,4476.0,SUS00234,Matthew,Walker,25,Male,Hispanic,VIC00173,Carol,Anderson,76,Female,,Hands/Feet,Low,Closed,Case Dismissed,0,22307.71,False,Incident at 1980 Sunset Blvd. Officer responded at scene.
INC003695,Homicide,Southwest,riverside,nc,8393 Park Rd,41.211968,-107.468742,2019-01-27 19:44:51,OFF0006,James,Young,5042.0,SUS00093,Donna,Anderson,57,Female,Black,No Victim Identified,No Victim Identified,No Victim Identified,49,Unknown,,Firearm,Critical,Unknown,Arrest Made,0,9444.62,True,Incident at 8393 Park Rd. Officer responded at scene.
INC002530,Homicide,Northeast,riverside,il,4038 Lincoln St,33.5364,-84.496531,2019-01-19 07:29:06,OFF0114,Daniel,Green,5813.0,SUS00442,Sarah,Jones,54,Male,Unknown,VIC00679,Mark,Garcia,17,Unknown,2835146965,Firearm,High,Open,No Arrest,5,37054.34,True,Incident at 4038 Lincoln St. Officer responded at scene.
INC003373,Homicide,West,oakdale,tx,9719 Elm Blvd,32.772485,-88.955754,2019-02-22 10:38:06,OFF0117,Mary,Hall,7722.0,No Suspect Identified,No Suspect Identified,No Suspect Identified,46,Unknown,Unknown,VIC00126,Carol,White,15,Male,5977904828,Unarmed,Critical,Closed,Warning Issued,3,20249.88,True,Incident at 9719 Elm Blvd. Officer responded at scene.
INC001288,Breaking & Entering,Northwest,springfield,tx,8048 Park Rd,36.67239,-105.189198,2021-02-05 12:38:00,OFF0094,Susan,Johnson,6662.0,SUS00098,John,Nguyen,46,Male,Unknown,VIC00948,Michelle,Williams,48,Other,5959107869,Unknown/Not Specified,Low,Open,Case Dismissed,3,24723.78,True,Incident at 8048 Park Rd. Officer responded at scene.
INC000954,Cyber Crime,North,hillcrest,ca,8813 Lincoln St,41.873364,-113.338134,2023-05-28 12:56:39,OFF0012,Michelle,Thomas,5283.0,SUS00100,Matthew,Thomas,35,Female,Unknown,No Victim Identified,No Victim Identified,No Victim Identified,49,Unknown,,Blunt Object,Critical,Open,Pending,2,6337.4,True,Incident at 8813 Lincoln St. Officer responded at scene.
INC003344,Fraud,East,fairview,pa,8314 Elm Blvd,36.311769,-116.281121,2024-10-24 07:05:27,OFF0023,Daniel,Brown,2065.0,SUS00470,Linda,Williams,27,Male,Unknown,VIC00032,Michelle,White,12,Female,2101978247,Firearm,Medium,Open,Arrest Made,2,19178.34,Unknown,Incident at 8314 Elm Blvd. Officer responded at scene.
INC003366,Theft/Larceny,North,springfield,pa,5510 River Rd,37.926726,-90.323392,2023-05-09 07:26:48,OFF0081,Richard,Williams,6074.0,No Suspect Identified,No Suspect Identified,No Suspect Identified,46,Unknown,Unknown,VIC00228,Daniel,Lee,25,Other,7745421704,Unarmed,Low,Pending,Warning Issued,2,29069.0,False,Incident at 5510 River Rd. Officer responded at scene.
INC003938,Domestic Violence,North,oakdale,il,8764 Oak Ave,41.600759,85.7005,2018-05-15 00:38:05,OFF0148,William,Miller,7232.0,SUS00178,Matthew,Nguyen,52,Female,Asian,VIC00594,Thomas,Thompson,40,Unknown,,Firearm,High,Under Investigation,No Arrest,4,43606.67,Unknown,Incident at 8764 Oak Ave. Officer responded at scene.
INC004673,Theft/Larceny,Central,lakewood,az,6524 River Rd,31.150247,-96.009622,2023-08-05 10:43:00,OFF0149,Matthew,Lee,1483.0,No Suspect Identified,No Suspect Identified,No Suspect Identified,46,Unknown,Unknown,VIC00734,Jessica,Thomas,30,Female,9544053364,Unarmed,Critical,Unknown,Case Dismissed,1,35925.36,True,No additional notes
INC004620,Breaking & Entering,East,hillcrest,az,1432 River Rd,35.186961,-74.581207,2023-03-26 13:16:44,OFF0105,Ashley,Scott,2554.0,No Suspect Identified,No Suspect Identified,No Suspect Identified,46,Unknown,Unknown,VIC00721,Anthony,Hall,30,Female,,Blunt Object,Critical,Open,Warning Issued,5,46161.55,True,No additional notes
INC004721,Burglary,West,riverside,ny,3888 Park Rd,31.872938,-70.567058,2020-04-07 20:46:09,OFF0144,Emily,Flores,3228.0,No Suspect Identified,No Suspect Identified,No Suspect Identified,46,Unknown,Unknown,VIC00491,Carol,Wilson,81,Unknown,3283381329,Blunt Object,Medium,Unknown,Arrest Made,2,23287.21,Unknown,No additional notes
INC003918,Sexual Assault,Southeast,springfield,az,4797 Washington Ave,28.604927,-93.782306,2020-05-05 02:22:26,OFF0115,Joseph,Harris,9913.0,SUS00142,Nancy,Jackson,36,Male,Asian,VIC00161,Richard,Johnson,85,Unknown,8264611979,Knife,Medium,Open,No Arrest,0,21423.15,True,Incident at 4797 Washington Ave. Officer responded at scene.
INC001549,Sexual Assault,Central,centerville,pa,8456 Maple Dr,42.441762,-107.971701,2024-06-07 20:15:26,OFF0039,David,Torres,6567.0,SUS00591,William,Thompson,71,Female,Black,VIC00582,Jessica,Thompson,17,Male,,Unknown/Not Specified,High,Open,No Arrest,2,10067.97,False,Incident at 8456 Maple Dr. Officer responded at scene.
INC004483,Manslaughter,Central,centerville,ca,8961 Sunset Blvd,30.069486,-100.538674,2023-03-13 04:45:18,OFF0085,Charles,Green,6681.0,SUS00208,John,Scott,46,Male,Asian,VIC00747,Richard,Davis,49,Male,6399782949,Unknown/Not Specified,Critical,Pending,Pending,5,13095.81,True,Incident at 8961 Sunset Blvd. Officer responded at scene.
INC001538,Burglary,Southeast,maplewood,il,5089 Oak Ave,32.947376,-102.364971,2021-10-29 06:39:29,OFF0074,Michael,Flores,8885.0,SUS00344,Michelle,Lee,46,Other,Other,VIC00963,Michael,Jones,78,Male,3196171231,Hands/Feet,High,Resolved,Pending,2,17588.08,True,Incident at 5089 Oak Ave. Officer responded at scene.
INC000241,Sexual Assault,Northeast,maplewood,az,7584 Park Rd,46.532657,-73.791861,2024-02-16 08:48:12,OFF0035,Jennifer,Martin,8763.0,SUS00011,Jennifer,Jones,45,Female,White,VIC00320,Michael,Allen,22,Female,6694382551,Knife,Critical,Closed,Arrest Made,1,3338.6,Unknown,Incident at 7584 Park Rd. Officer responded at scene.
INC002940,Drug Offense,North,springfield,fl,4376 Cedar Lane,29.075092,-80.696499,2021-11-17 10:13:28,OFF0150,David,Thompson,3506.0,SUS00346,James,Jones,57,Female,Other,VIC00400,Karen,Hall,40,Male,4143608551,Unknown/Not Specified,Medium,Closed,No Arrest,2,25055.61,False,Incident at 4376 Cedar Lane. Officer responded at scene.
INC004068,Drug Offense,Midtown,hillcrest,ga,3034 Oak Ave,27.23255,-88.769909,2018-06-05 18:22:26,OFF0094,Jessica,Scott,6795.0,SUS00628,Carol,Taylor,74,Female,Asian,VIC00160,Michael,Torres,49,Female,8517008969,Blunt Object,Critical,Open,Arrest Made,1,5666.55,True,Incident at 3034 Oak Ave. Officer responded at scene.
INC002564,Drunk Driving,West,springfield,az,3564 Cedar Lane,45.434485,-114.554605,2020-12-15 05:51:54,OFF0061,Jessica,Wilson,3302.0,No Suspect Identified,No Suspect Identified,No Suspect Identified,46,Unknown,Unknown,VIC00469,Anthony,Davis,75,Male,6335318814,Hands/Feet,Low,Under Investigation,Case Dismissed,3,12276.12,True,No additional notes
INC001194,Burglary,Midtown,riverside,az,6393 Cedar Lane,37.254599,-110.689752,2018-08-03 02:56:09,OFF0074,chris,Hall,6830.0,SUS00311,Ashley,Allen,46,Unknown,Black,VIC00935,Susan,Thomas,52,Male,8819486323,Hands/Feet,Medium,Open,No Arrest,5,23287.21,True,Incident at 6393 Cedar Lane. Officer responded at scene.
INC003593,Drug Offense,Southeast,maplewood,pa,6916 Main St,30.081925,-97.608852,2018-07-12 18:49:01,OFF0007,Richard,Torres,5956.0,No Suspect Identified,No Suspect Identified,No Suspect Identified,46,Unknown,Unknown,VIC00525,Michael,Smith,72,Unknown,2976669542,Knife,Medium,Closed,Pending,1,32164.02,False,No additional notes
INC001199,Cyber Crime,South,hillcrest,oh,3323 Sunset Blvd,32.537027,-91.554469,2019-05-01 12:30:14,OFF0124,John,Young,8602.0,SUS00405,Carol,Brown,39,Other,Other,VIC00140,Donna,Miller,37,Female,2252121793,Unarmed,Critical,Unknown,Arrest Made,0,21926.41,True,Incident at 3323 Sunset Blvd. Officer responded at scene.
INC002605,Robbery,South,fairview,pa,7464 Cedar Lane,34.259058,-108.527501,2023-02-21 11:15:06,OFF0106,James,Williams,8835.0,SUS00762,Richard,Miller,18,Unknown,Unknown,VIC00244,Barbara,Torres,64,Female,9292201385,Unknown/Not Specified,Medium,Unknown,Warning Issued,5,15464.84,True,Incident at 7464 Cedar Lane. Officer responded at scene.
INC002583,Robbery,South,hillcrest,tx,4917 Elm Blvd,43.836007,-103.077022,2020-06-12 05:47:37,OFF0030,Mary,Anderson,3347.0,SUS00533,Joseph,Lee,46,Female,White,VIC00977,Jessica,Thompson,28,Female,3357391976,Firearm,High,Resolved,Arrest Made,2,10023.37,False,Incident at 4917 Elm Blvd. Officer responded at scene.
INC004038,Cyber Crime,West,fairview,nc,6468 Maple Dr,43.842654,-86.914371,2023-07-05 07:09:00,OFF0084,Patricia,White,2798.0,SUS00713,Susan,Flores,61,Female,Hispanic,VIC00262,Patricia,Davis,28,Unknown,3681699166,Hands/Feet,Critical,Closed,Arrest Made,2,6015.62,True,Incident at 6468 Maple Dr. Officer responded at scene.
INC004440,Cyber Crime,East,oakdale,oh,3576 Main St,34.307545,-110.88494,,OFF0131,Richard,Green,8054.0,No Suspect Identified,No Suspect Identified,No Suspect Identified,46,Unknown,Unknown,VIC00914,Emily,Allen,35,Male,5519148390,Firearm,Medium,Unknown,Arrest Made,0,45325.38,True,Incident at 3576 Main St. Officer responded at scene.
INC004465,Vandalism,Southwest,oakdale,ga,7949 Washington Ave,41.62642233333333,-74.417267,2021-04-24 21:47:35,OFF0064,Anthony,Walker,5260.0,SUS00296,Chris,Miller,36,Female,Black,VIC00485,William,Anderson,49,Unknown,,Unknown/Not Specified,Critical,Closed,Warning Issued,3,26289.995000000003,False,Incident at 7949 Washington Ave. Officer responded at scene.
INC000503,Domestic Violence,North,springfield,oh,2263 Elm Blvd,31.631052,-117.030025,2020-06-17 17:59:20,OFF0040,James,Thomas,7698.0,No Suspect Identified,No Suspect Identified,No Suspect Identified,46,Unknown,Unknown,VIC00323,David,Wright,49,Unknown,3451192563,Blunt Object,High,Pending,Case Dismissed,0,25965.34,True,No additional notes
INC002224,Fraud,Central,riverside,ny,1293 Washington Ave,31.324888,-87.24949,2018-04-24 05:42:40,OFF0052,Robert,Martin,3410.0,SUS00128,Barbara,Torres,73,Other,Hispanic,VIC00497,John,Johnson,74,Female,6356525134,Unknown/Not Specified,Medium,Closed,No Arrest,4,10698.93,False,No additional notes
INC002540,Domestic Violence,Northwest,riverside,nc,6433 Cedar Lane,40.852357,-87.196809,2022-06-02 10:15:32,OFF0020,Jennifer,Smith,1950.0,SUS00001,Michael,Thompson,51,Male,Unknown,No Victim Identified,No Victim Identified,No Victim Identified,49,Unknown,,Knife,High,Under Investigation,Warning Issued,2,41063.81,False,Incident at 6433 Cedar Lane. Officer responded at scene.
INC004581,Drunk Driving,Northwest,fairview,oh,7369 Lincoln St,41.559858,-107.325773,2019-12-30 07:05:16,OFF0019,Richard,Miller,4446.0,SUS00117,Donna,Brown,63,Female,Unknown,VIC00162,Robert,Green,35,Unknown,,Unknown/Not Specified,Critical,Open,Arrest Made,0,24290.915,False,Incident at 7369 Lincoln St. Officer responded at scene.
INC004530,Fraud,South,springfield,oh,8268 Sunset Blvd,42.573962,-117.821504,2021-05-14 21:40:10,OFF0082,Jessica,Thompson,9212.0,SUS00210,Donna,Flores,20,Male,Hispanic,VIC00720,Chris,Hill,49,Male,2185636930,Hands/Feet,Medium,Resolved,Arrest Made,0,8474.15,False,Incident at 8268 Sunset Blvd. Officer responded at scene.
INC000099,Cyber Crime,Southwest,hillcrest,fl,6386 River Rd,30.073626,-117.881094,2023-04-27 00:00:00,OFF0062,Thomas,Scott,5454.0,SUS00292,Karen,Torres,32,Female,Asian,VIC00874,Robert,Moore,24,Unknown,6667328418,Hands/Feet,Low,Resolved,Warning Issued,1,16032.19,True,No additional notes
INC004585,Arson,North,fairview,fl,3135 Maple Dr,35.916657,-83.445673,2019-02-11 00:22:02,OFF0065,Patricia,Wright,6699.0,SUS00631,Karen,Hall,39,Female,Hispanic,VIC00051,John,Brown,64,Male,,Unarmed,High,Open,Case Dismissed,0,13998.01,True,Incident at 3135 Maple Dr. Officer responded at scene.
INC000332,Kidnapping,Northeast,lakewood,il,3141 Main St,40.379281,-97.568733,2020-08-14 01:58:21,OFF0106,Donna,Wilson,5761.0,SUS00526,Anthony,Martin,47,Male,Asian,VIC00749,Linda,Thompson,74,Female,3829505512,Firearm,Low,Under Investigation,Warning Issued,4,41587.67,True,Incident at 3141 Main St. Officer responded at scene.
INC002121,Kidnapping,Central,centerville,tx,8425 Washington Ave,30.271537,-72.324843,2019-12-24 22:19:35,OFF0027,Mary,Brown,2286.0,SUS00800,Jennifer,White,31,Male,White,VIC00677,Mary,Hall,87,Male,7394347453,Unknown/Not Specified,Low,Open,Warning Issued,0,18612.81,True,Incident at 8425 Washington Ave. Officer responded at scene.
INC001294,Drug Offense,West,springfield,nc,4477 Elm Blvd,25.437192,-70.885085,2021-12-19 10:06:20,OFF0102,Daniel,Brown,1611.0,SUS00645,Charles,Thompson,65,Unknown,Black,VIC00338,Daniel,Williams,38,Female,3076699185,Firearm,High,Unknown,Case Dismissed,0,25966.08,False,Incident at 4477 Elm Blvd. Officer responded at scene.
INC000773,Homicide,West,fairview,tx,3305 Lincoln St,45.02718,-102.493965,2020-02-09 10:42:04,OFF0086,Jennifer,Lee,5658.0,No Suspect Identified,No Suspect Identified,No Suspect Identified,46,Unknown,Unknown,VIC00134,Emily,Garcia,12,Female,2606236802,Unknown/Not Specified,Low,Open,Case Dismissed,1,13173.07,True,No additional notes
INC004334,Fraud,Northwest,riverside,oh,1057 River Rd,31.271361,-98.995698,2024-08-25 21:10:47,OFF0040,Michelle,Brown,2517.0,SUS00297,William,Wilson,20,Unknown,Unknown,VIC00505,Daniel,Hill,81,Male,7404853461,Unknown/Not Specified,Critical,Unknown,Arrest Made,1,16045.45,False,Incident at 1057 River Rd. Officer responded at scene.
INC000361,Arson,Midtown,riverside,nc,7309 Main St,26.540899,-79.227609,2020-03-31 13:44:47,OFF0043,Mark,Jackson,3286.0,SUS00027,Mary,Martin,46,Female,Asian,VIC00865,John,Jackson,17,Female,3627761449,Hands/Feet,Medium,Pending,Case Dismissed,0,22336.11,Unknown,Incident at 7309 Main St. Officer responded at scene.
INC004500,Homicide,West,maplewood,oh,7735 Main St,40.583453,-99.561328,2018-05-17 12:25:34,OFF0133,John,Hall,4684.0,SUS00039,Barbara,Hall,52,Female,Asian,VIC00653,Mary,Torres,33,Other,4891692049,Firearm,Critical,Closed,Arrest Made,2,3581.3,Unknown,Incident at 7735 Main St. Officer responded at scene.
INC004275,Theft/Larceny,Northwest,centerville,ga,3742 Maple Dr,25.828716,-93.35143,2022-10-17 00:00:00,OFF0018,Donna,Nguyen,7892.0,SUS00200,Ashley,Allen,60,Male,Asian,VIC00962,Charles,Wilson,80,Unknown,4139477082,Firearm,Low,Closed,Arrest Made,0,23386.34,False,Incident at 3742 Maple Dr. Officer responded at scene.
INC000813,Fraud,Midtown,springfield,ny,3672 Oak Ave,41.651856,-108.494738,2021-06-09 00:00:00,OFF0095,Jessica,Hall,6799.0,SUS00508,Michelle,Brown,46,Female,Black,VIC00363,Michelle,Green,75,Unknown,2983161371,Firearm,Critical,Resolved,Arrest Made,0,15160.32,True,Incident at 3672 Oak Ave. Officer responded at scene.
INC001102,Homicide,South,springfield,ny,902 Elm Blvd,35.601824,-92.189935,2018-05-09 21:49:50,OFF0143,carol,Walker,9942.0,SUS00593,Karen,Thomas,54,Male,Unknown,VIC00194,Michelle,Martin,48,Male,4612644085,Hands/Feet,Low,Resolved,Pending,2,22757.29,False,No additional notes
INC000625,Drug Offense,East,riverside,ny,3301 River Rd,41.314358,-87.0444134042857,2021-03-14 01:41:05,OFF0016,James,Green,9421.0,SUS00201,Jessica,Hall,62,Female,Hispanic,VIC00688,Charles,Flores,76,Unknown,8328384723,Firearm,Medium,Closed,Pending,3,45125.19,False,Incident at 3301 River Rd. Officer responded at scene.
INC004304,Graffiti,Northeast,riverside,fl,4358 Sunset Blvd,45.281054,-71.001812,2019-08-10 19:34:32,OFF0106,Charles,Moore,6455.0,SUS00686,Barbara,Flores,46,Female,Asian,VIC00493,Donna,Flores,78,Male,5088416762,Firearm,High,Pending,Warning Issued,0,49998.3,False,Incident at 4358 Sunset Blvd. Officer responded at scene.
